# Schubsen: welcher Taumel nach einem Stoss, ohne Trait, mit Strong und mit Weak (Puny)
# Mess-Mod 6.50.0
# Build 42.20
# Stoss aus Lua: setDoShove(true), AttemptAttack(); Haende leer, Strength 5, Abstand 0.700, Ausdauer 1, Panik/Stress/Muedigkeit 0 vor jedem Stoss
# Zombie useless, Zombies greifen nicht an; kritische Stoesse zurueckgenommen (OnWeaponSwingHitPoint), gezaehlt in krit_wurf
# gelesen: damageSplit und Abstand beim Treffer (OnWeaponHitCharacter), getHitForce im Tick danach,
#   Knoten/Clip aus getAnimationDebug, Aktionszustand, groesster Weg in 150 Ticks
# laut Code: hitforce > 0.4 -> fromFront Zombie_ShoveStagger_2m, < 0.4 -> smallFromFront Zombie_StaggerBack;
#   von hinten beide Zombie_PushedFwd_FromBehind (AnimSets/zombie/staggerback);
#   hitforce = min(1, damageSplit x rangeDel x 1.5 / 2.7 x ShovingMod) x 1.4 Strong / x 0.6 Weak
#   (IsoGameCharacter.java:5701-5703, 5758-5788; CombatManager.java:789-833)
# erwartet_lang = Mittel je Stoss des Anteils ueber 0.4 bei gleichverteiltem Schadenswurf 0.2..0.4; urteil: |anteil - erwartet| <= 2 sigma + 0.05
# Stoesse ohne Treffer: 0; Zombies gesetzt: 1; Stellfehler: 0

[ergebnis]
ergebnis|stoesse=110|schwelle_stimmt=110|schwelle_n=110|kraft_stimmt=110|kraft_n=110|seite_anders=0

[faelle] fall|seite|stoesse|lang|kurz|umgeworfen|anderes|anteil_lang|erwartet_lang|urteil|hitforce_mittel|hitforce_min|hitforce_max|weg_lang_m|weg_kurz_m|krit_wurf|clips
stoss|28|ohne|vorn|0.660|0.130|0.086|0.086|0.267-0.533|0.500|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.819|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|29|ohne|vorn|0.665|0.103|0.069|0.069|0.269-0.537|0.511|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.828|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|30|ohne|vorn|0.662|0.338|0.226|0.226|0.268-0.535|0.505|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.821|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|31|strong|vorn|0.666|0.766|0.721|0.721|0.377-0.753|0.938|FRONT|fromfront|Zombie_ShoveStagger_2m|lang|lang|0.843|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|32|strong|vorn|0.664|0.104|0.098|0.098|0.376-0.751|0.935|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.810|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|33|strong|vorn|0.665|0.427|0.401|0.401|0.376-0.752|0.937|FRONT|fromfront|Zombie_ShoveStagger_2m|lang|lang|0.840|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|34|strong|vorn|0.665|0.750|0.706|0.706|0.376-0.752|0.937|FRONT|fromfront|Zombie_ShoveStagger_2m|lang|lang|0.851|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|35|strong|vorn|0.662|0.544|0.510|0.510|0.375-0.749|0.932|FRONT|fromfront|Zombie_ShoveStagger_2m|lang|lang|0.849|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|36|weak|vorn|0.658|0.113|0.045|0.045|0.160-0.319|0.000|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.812|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|37|weak|vorn|0.661|0.115|0.046|0.046|0.160-0.321|0.000|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.831|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|38|weak|vorn|0.661|0.146|0.058|0.058|0.160-0.321|0.000|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.825|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|39|weak|vorn|0.662|0.245|0.098|0.098|0.161-0.321|0.000|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.817|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|40|weak|vorn|0.659|0.520|0.208|0.208|0.160-0.320|0.000|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.817|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|41|ohne|hinten|0.662|0.554|0.371|0.371|0.268-0.535|0.505|BEHIND|smallfrombehind|Zombie_PushedFwd_FromBehind|kurz|kurz|0.404|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|42|ohne|hinten|0.666|0.150|0.101|0.101|0.269-0.538|0.514|BEHIND|smallfrombehind|Zombie_PushedFwd_FromBehind|kurz|kurz|0.400|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|43|ohne|hinten|0.662|0.666|0.445|0.445|0.268-0.535|0.505|BEHIND|frombehind|Zombie_PushedFwd_FromBehind|lang|lang|0.402|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|44|ohne|hinten|0.664|0.118|0.079|0.079|0.268-0.537|0.509|BEHIND|smallfrombehind|Zombie_PushedFwd_FromBehind|kurz|kurz|0.401|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|45|ohne|hinten|0.664|0.100|0.067|0.067|0.268-0.537|0.509|BEHIND|smallfrombehind|Zombie_PushedFwd_FromBehind|kurz|kurz|0.402|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|46|strong|hinten|0.666|0.127|0.120|0.120|0.377-0.753|0.938|BEHIND|smallfrombehind|Zombie_PushedFwd_FromBehind|kurz|kurz|0.401|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|47|strong|hinten|0.662|0.145|0.136|0.136|0.375-0.749|0.932|BEHIND|smallfrombehind|Zombie_PushedFwd_FromBehind|kurz|kurz|0.402|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|48|strong|hinten|0.661|0.505|0.472|0.472|0.374-0.748|0.930|BEHIND|frombehind|Zombie_PushedFwd_FromBehind|lang|lang|0.401|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|49|strong|hinten|0.662|0.083|0.078|0.078|0.375-0.749|0.932|BEHIND|smallfrombehind|Zombie_PushedFwd_FromBehind|kurz|kurz|0.403|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|50|strong|hinten|0.665|0.789|0.742|0.742|0.376-0.752|0.937|BEHIND|frombehind|Zombie_PushedFwd_FromBehind|lang|lang|0.405|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|51|ohne|vorn|0.660|0.638|0.426|0.426|0.267-0.533|0.500|FRONT|fromfront|Zombie_ShoveStagger_2m|lang|lang|0.843|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|52|ohne|vorn|0.667|0.404|0.272|0.272|0.269-0.539|0.516|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.823|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|53|ohne|vorn|0.660|0.098|0.065|0.065|0.267-0.533|0.500|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.824|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|54|ohne|vorn|0.664|0.125|0.084|0.084|0.268-0.537|0.509|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.822|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|55|ohne|vorn|0.667|0.536|0.361|0.361|0.269-0.539|0.516|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.821|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|56|strong|vorn|0.666|0.516|0.486|0.486|0.377-0.753|0.938|FRONT|fromfront|Zombie_ShoveStagger_2m|lang|lang|0.837|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|57|strong|vorn|0.660|0.141|0.131|0.131|0.373-0.747|0.929|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.824|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|58|strong|vorn|0.661|0.363|0.340|0.340|0.374-0.748|0.930|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.816|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|59|strong|vorn|0.663|0.119|0.112|0.112|0.375-0.750|0.934|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.818|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|60|strong|vorn|0.666|0.116|0.109|0.109|0.377-0.753|0.938|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.824|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|61|weak|vorn|0.665|0.120|0.048|0.048|0.161-0.322|0.000|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.823|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|62|weak|vorn|0.660|0.588|0.235|0.235|0.160-0.320|0.000|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.819|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|63|weak|vorn|0.668|0.717|0.290|0.290|0.162-0.324|0.000|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.814|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|64|weak|vorn|0.667|0.618|0.250|0.250|0.162-0.323|0.000|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.826|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|65|weak|vorn|0.661|0.137|0.055|0.055|0.160-0.321|0.000|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.823|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|66|ohne|vorn|0.662|0.420|0.281|0.281|0.268-0.535|0.505|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.818|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|67|ohne|vorn|0.665|0.100|0.067|0.067|0.269-0.537|0.511|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.821|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|68|ohne|vorn|0.662|0.675|0.452|0.452|0.268-0.535|0.505|FRONT|fromfront|Zombie_ShoveStagger_2m|lang|lang|0.837|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|69|ohne|vorn|0.662|0.127|0.085|0.085|0.268-0.535|0.505|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.813|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|70|ohne|vorn|0.667|0.705|0.475|0.475|0.269-0.539|0.516|FRONT|fromfront|Zombie_ShoveStagger_2m|lang|lang|0.842|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|71|strong|vorn|0.662|0.093|0.087|0.087|0.375-0.749|0.932|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.822|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|72|strong|vorn|0.668|0.640|0.604|0.604|0.378-0.756|0.941|FRONT|fromfront|Zombie_ShoveStagger_2m|lang|lang|0.849|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|73|strong|vorn|0.662|0.148|0.138|0.138|0.375-0.749|0.932|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.819|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|74|strong|vorn|0.665|0.104|0.098|0.098|0.376-0.752|0.937|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.821|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|75|strong|vorn|0.662|0.589|0.552|0.552|0.375-0.749|0.932|FRONT|fromfront|Zombie_ShoveStagger_2m|lang|lang|0.840|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|76|weak|vorn|0.667|0.392|0.158|0.158|0.162-0.323|0.000|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.825|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|77|weak|vorn|0.666|0.737|0.298|0.298|0.161-0.323|0.000|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.826|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|78|weak|vorn|0.661|0.115|0.046|0.046|0.160-0.321|0.000|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.817|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|79|weak|vorn|0.662|0.115|0.046|0.046|0.161-0.321|0.000|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.812|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|80|weak|vorn|0.667|0.441|0.178|0.178|0.162-0.323|0.000|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.828|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|81|ohne|vorn|0.667|0.108|0.073|0.073|0.269-0.539|0.516|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.824|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|82|ohne|vorn|0.661|0.550|0.367|0.367|0.267-0.534|0.503|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.822|1|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
stoss|83|ohne|vorn|0.661|0.081|0.054|0.054|0.267-0.534|0.503|FRONT|smallfromfront|Zombie_StaggerBack|kurz|kurz|0.810|0|0|1|-|0.997|p0,s0,a0,m0|staggerback>idle
